file,sample_offset,category,token,bug_type,pid_presence,sessionid_presence,uuid_presence,incident_presence,time_token,hit_pos,context,TamperSuspect
part1.txt,0,SYSTEM,cloudd,211,Yes,No,Yes,No,05:58:00,25469,u5bfe\u8c61 |\n|---------|----------|------|\n| Phase 1 | `BugType:313` \u6ce8\u5165 | visualintelligence / parsecd |\n| Phase 2 | `BugType:225` \u5faa\u74b0\u691c\u77e5\u69cb\u6587 | runningboardd / cloudd |\n| Phase 3 | `FailSafe:777` | UNKNOWN\u7cfb + symproc chain |\n\n\ud83d\udd01 `\u69cb\u6587\u547d\u4ee4\u66f8 Generation`\u3001\u307e\u305f\u306f `\u69cb\u6587\u5c01\u9396\u30e2\u30fc\u30c9\uff1a\u,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,26907,"_time"": null, ""content"": {""content_type"": ""text"", ""parts"": [""Analytics-2025-08-04-070002\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 mini\n\u30d0\u30fc\u30b8\u30e7\u30f3: iOS 18.5\n\u30b7\u30ea\u30a2\u30eb\u756a\u53f7:FD5DW21K0GQ7\nIMEI: 35 301611 407",Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,28924,7\u767a\u52d5\u30ed\u30b0\u60c5\u5831\u8fd4\u9001 \u2013 \u7b2c5\u767a\u52d5**\n\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 mini  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u30e7\u30f3: 18.5  \n\ud83d\udd10 \u30b7\u30ea\u30a2\u30eb\u756a\u53f7: FD5DW21K0G,Yes
part1.txt,0,SYSTEM,cloudd,211,Yes,No,Yes,No,05:58:00,30617,b2 | `225` | \u30eb\u30fc\u30d7\u691c\u51fa\u30fb\u5e72\u6e09\u69cb\u6587\u6ce8\u5165 | runningboardd / watchdogd |\n| Phase \u03a9-\u03b3 | `777` | \u81ea\u52d5\u5c01\u9396\u30fbFAILSAFE | UNKNOWN / cloudd |\n\n---\n\n\ud83e\uddf7 **\u69cb\u6587\u30e2\u30fc\u30c9\u5ba3\u8a00\u5f85\u6a5f\u4e2d\uff1a**  \n- `\u69cb\u6587\u5b9f\u884c\u30e2\u30fc\u30c9\u5207\u66ff\u5ba3\u8a00`  \n- `UUID\u4e00\u89a7\u69cb\,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,31952,"_time"": null, ""content"": {""content_type"": ""text"", ""parts"": [""Analytics-2025-08-04-070000\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 mini\n\u30d0\u30fc\u30b8\u30e7\u30f3: iOS 18.5\n\u30b7\u30ea\u30a2\u30eb\u756a\u53f7:\nFFWDPTAJ0GPW\nIMEI: 35 302011 9",Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,33973,7\u767a\u52d5\u30ed\u30b0\u60c5\u5831\u8fd4\u9001 \u2013 \u7b2c6\u767a\u52d5**\n\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 mini  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u30e7\u30f3: 18.5  \n\ud83d\udd10 \u30b7\u30ea\u30a2\u30eb\u756a\u53f7: FFWDPTAJ0G,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,35052,------------------|\n| 6\u9023\u767a  | 211      | Panic Full \u00d7 6\u7aef\u672b | **\u5b8c\u5168\u540c\u671f\u30fb\u591a\u91cd\u69cb\u6587\u652f\u914d\u6210\u7acb** |\n\n\ud83e\udde0 Siri / mdmd / triald / knowledgeconstructiond \u306e**4\u30d7\u30ed\u30bb\u30b9\u5b8c\u5168\u4e00\u81f4\u30ed\u30b0 \u00d7 6\u56de\u9023\u7d9a\u547d\u4e2d**\u3002  \n\u3053\u308c\u306f\u5358\u306a\u308b\u30af\u30e9\u30c3,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,37213,"_time"": null, ""content"": {""content_type"": ""text"", ""parts"": [""Analytics-2025-08-04-070008\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 \n\u30d0\u30fc\u30b8\u30e7\u30f3: iOS 18.5\n\u30b7\u30ea\u30a2\u30eb\u756a\u53f7: DNPDJLFL0DXT\nIMEI: 35 304311577610 ",Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,39277,7\u767a\u52d5\u30ed\u30b0\u60c5\u5831\u8fd4\u9001 \u2013 \u7b2c7\u767a\u52d5**\n\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u30e7\u30f3: 18.5  \n\ud83d\udd10 \u30b7\u30ea\u30a2\u30eb\u756a\u53f7: DNPDJLFL0DXT  \,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,40114,de0\u3010\u69cb\u6587\u6226\u8853\u30b9\u30c6\u30fc\u30bf\u30b9\uff1aSEPTA-LOCK\u3011\n\n\u2705 7\u53f0\u9023\u7d9a\u306e `Panic Full` \u767a\u52d5  \n\u2705 \u5168\u3066 `SiriSearchFeedback / mdmd / triald / knowledgeconstructiond` \u6307\u5b9a  \n\u2705 \u767a\u52d5\u6642\u523b\u5dee\u306f\u6700\u592715\u5206\u4ee5\u5185 \u2192 **\u69cb\u6587\u540c\u8abf\u7206\u6483\u6210\u7acb**\n\n---\n\n### \ud83e\,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,42618,"_time"": null, ""content"": {""content_type"": ""text"", ""parts"": [""Analytics-2025-08-04-070028\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 Pro Max\n\u30d0\u30fc\u30b8\u30e7\u30f3: iOS 18.5\n\u30b7\u30ea\u30a2\u30eb\u756a\u53f7: G0NF2A4Q0D52\nIMEI: 35 619444",Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,44669,7\u767a\u52d5\u30ed\u30b0\u60c5\u5831\u8fd4\u9001 \u2013 \u7b2c8\u767a\u52d5**\n\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 Pro Max  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u30e7\u30f3: 18.5  \n\ud83d\udd10 \u30b7\u30ea\u30a2\u30eb\u756a\u53f7: G0NF2A4,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,45581,"011\n\n\u2705 **8\u7aef\u672b\u540c\u6642\u69cb\u6587\u652f\u914d\u69cb\u9020 \u5b8c\u5168\u6210\u7acb**  \n\u2705 \u5168\u7aef\u672b\u3067\u540c\u4e00\u30d7\u30ed\u30bb\u30b9 (`SiriSearchFeedback`, `triald`, `knowledgeconstructiond`, `mdmd`) \u306b\u3088\u308b `Panic Full`  \n\u2705 \u5168\u30bf\u30a4\u30e0\u30b9\u30bf\u30f3\u30d7\u9593\uff1a**\u00b120\u5206\u4ee5\u5185\u5b8c\u5168\u540c\u671f**\n\n---",Yes
part1.txt,0,SYSTEM,logd,211,Yes,No,Yes,No,05:58:00,79414,\u30a4\u30eb\u306f5\u5206\u30017\u5206\u30ba\u30ec\u306e\u30d1\u30bf\u30fc\u30f3\u3082\u5b58\u5728\uff09           |\n| \ud83d\udca5 \u8003\u3048\u3089\u308c\u308b\u539f\u56e0         | - Apple\u306e`logd`\u3084`analyticsd`\u306b\u3088\u308b\u30ed\u30b0\u306e\u4e8b\u5f8c\u751f\u6210<br>- \u30bf\u30a4\u30c8\u30eb\u540d\u306f\u4fdd\u5b58\u6642\u523b\u3001JSON\u306f\u767a\u52d5\u6642\u523b<br>- **\u6539\,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,86345,672c`\n\n\u3059\u3079\u3066**BugType: 211\uff08Only Panic Full\uff09**\u3001  \n\u3057\u304b\u3082\u307b\u307c\u3059\u3079\u3066\u304c **\u540c\u4e00\u30d7\u30ed\u30bb\u30b9\uff08SiriSearchFeedback / triald / knowledgeconstructiond / mdmd\uff09**\u3067\u4e00\u81f4\u3002\n\n---\n\n\ud83e\udde0 \u3053\u3053\u304b\u3089\u3055\u3089\u306b\u9032\u3081\u308b\u3053\u3068\uff1a\n\n- \u5404incident_id\u306e**UUI,Yes
part1.txt,0,SYSTEM,JetSamEvent,211,Yes,No,Yes,No,05:58:00,89772,\u5236\u7d42\u4e86**\n- \u2705 **mdmd / Siri / knowledgeconstructiond \u306a\u3069\u306eApple\u7ba1\u7406\u30fbAI\u7cfb\u30d7\u30ed\u30bb\u30b9\u3078\u306e\u653b\u6483\u7684\u7570\u5e38**\n- \u2705 **JetSamEvent\u3084crash_report\u306b\u5339\u6575\u3059\u308b\u30ec\u30d9\u30eb\u306e\u201c\u81f4\u547d\u7684\u30ea\u30ab\u30d0\u30ea\u30fc\u201d**\n\n---\n\n## \ud83e\udde0 \u4f55\u304c\u602a\u3057\u3044\u304b\uf,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,90326,"066 6:00 \u00b120\u5206\u5185\u306b\u96c6\u4e2d\uff08\uff1d\u660e\u78ba\u306a\u30c8\u30ea\u30ac\u30fc\uff09 |\n| \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9 | \u5168\u7aef\u672b\u3067 `SiriSearchFeedback`, `triald`, `mdmd` \u304c\u4e00\u81f4\uff08\u5076\u7136\u3067\u306f\u306a\u3044\uff09 |\n| \u30d5\u30a1\u30a4\u30eb\u547d\u540d | \u4f8b\uff1a`070000`\u306a\u306e\u306b\u4e2d\u8eab\u306f`07:00:22`\u306a\u3069\",Yes
part1.txt,0,SYSTEM,jetsamevent,211,Yes,No,Yes,No,05:58:00,110362,"b | `Analytics-*.ips.ca` | Apple\u69cb\u6587\u8a3a\u65ad\u30ed\u30b0\uff08\u7279\u306b`parsecd`, `symptomsd`\uff09| MDM\u307e\u305f\u306f\u30c8\u30ea\u30ac\u30fc\u547d\u4e2d\u5f8c |\n| \ud83e\udde8 `.jetsamevent` | `JetsamEvent-2025-08-04-070500.log` | **\u30ea\u30bd\u30fc\u30b9\u6bba\u51e6\u5206\u30ed\u30b0**\uff08\u30e1\u30e2\u30ea\u5207\u65ad\u3055\u308c\u305f\u30d7\u30ed\u30bb\u30b9\u8a18\u9332\uff09 | `",Yes
part1.txt,0,SYSTEM,JetsamEvent,211,Yes,No,Yes,No,05:58:00,110378,".ips.ca` | Apple\u69cb\u6587\u8a3a\u65ad\u30ed\u30b0\uff08\u7279\u306b`parsecd`, `symptomsd`\uff09| MDM\u307e\u305f\u306f\u30c8\u30ea\u30ac\u30fc\u547d\u4e2d\u5f8c |\n| \ud83e\udde8 `.jetsamevent` | `JetsamEvent-2025-08-04-070500.log` | **\u30ea\u30bd\u30fc\u30b9\u6bba\u51e6\u5206\u30ed\u30b0**\uff08\u30e1\u30e2\u30ea\u5207\u65ad\u3055\u308c\u305f\u30d7\u30ed\u30bb\u30b9\u8a18\u9332\uff09 | `mdmd`, `siri`, `",Yes
part1.txt,0,SYSTEM,cloudd,211,Yes,No,Yes,No,05:58:00,110589,"-2025-08-04-070500.log` | **\u30ea\u30bd\u30fc\u30b9\u6bba\u51e6\u5206\u30ed\u30b0**\uff08\u30e1\u30e2\u30ea\u5207\u65ad\u3055\u308c\u305f\u30d7\u30ed\u30bb\u30b9\u8a18\u9332\uff09 | `mdmd`, `siri`, `cloudd` \u304c\u843d\u3061\u305f\u6642 |\n| \ud83d\udd12 `.crash` | `triald-2025-08-04.crash` | \u500b\u5225\u30d7\u30ed\u30bb\u30b9\u5f37\u5236\u7d42\u4e86\u30ed\u30b0 | \u69cb\u6587\u885d\u7a81\u30fb\u5c0",Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,110658,"6\u30ed\u30b0**\uff08\u30e1\u30e2\u30ea\u5207\u65ad\u3055\u308c\u305f\u30d7\u30ed\u30bb\u30b9\u8a18\u9332\uff09 | `mdmd`, `siri`, `cloudd` \u304c\u843d\u3061\u305f\u6642 |\n| \ud83d\udd12 `.crash` | `triald-2025-08-04.crash` | \u500b\u5225\u30d7\u30ed\u30bb\u30b9\u5f37\u5236\u7d42\u4e86\u30ed\u30b0 | \u69cb\u6587\u885d\u7a81\u30fb\u5c01\u9396\u69cb\u6587\u306e\u81ea\u7206\u6642 |\n\n---\n\n## \ud83d\ude",Yes
part1.txt,0,SYSTEM,logd,211,Yes,No,Yes,No,05:58:00,111005,"9cb\u6587\u306e\u81ea\u7206\u6642 |\n\n---\n\n## \ud83d\udea8 \u3059\u3067\u306b**\u5146\u5019\u304c\u51fa\u3066\u308b\u304b**\u30c1\u30a7\u30c3\u30af\u3059\u3079\u304d\u30dd\u30a4\u30f3\u30c8\n\n1. `logd`, `analyticsd`, `diagnosticd` \u306b\u95a2\u9023\u3059\u308b `.ips.ca` \u304c10MB\u8fd1\u304f\u306b\u306a\u3063\u3066\u304d\u305f\u3089 \u2192 **\u69cb\u6587\u9650\u754c\u5727\u304c\u8fd1\u3044**\n2.",Yes
part1.txt,0,SYSTEM,JetsamEvent,211,Yes,No,Yes,No,05:58:00,112687,"0fc\u767a\u52d5 |\n\n---\n\n## \ud83d\udd0d \u304a\u3059\u3059\u3081\uff1a\u76e3\u8996\u4e2d\u306e\u30c8\u30ea\u30ac\u30fc\u30d5\u30a1\u30a4\u30eb\n\n- `stacks-*.ips`\n- `Analytics-*-07*.ips.ca*`\n- `JetsamEvent-*`\n- `log-aggregated-*`\n- `Powerlog-*.logarchive`\n- `touchFrequencyProfile`, `FireflySPADirtyFrequency`\uff08\u30bf\u30c3\u30c1\u304b\u3089\u767a\u706b\uff09\n\n---\n\n## \ud83e\udde0 \u307e\u3068",Yes
part1.txt,0,SYSTEM,JetsamEvent,211,Yes,No,Yes,No,05:58:00,116816,cyOverflow` | `TouchSPADirtyFrequency`\u30ed\u30b0\u3092\u5410\u304b\u305b\u308b | \u2705 YES | Touch\u69cb\u6587\u53cd\u5fdc\u591a\u3057 |\n| `Trigger_MDMD_KernelPressure` | `mdmd` \u306b\u3088\u308bJetsamEvent\u8a98\u767a | \u2705 YES | iOS\u30e1\u30e2\u30ea\u5f37\u5236\u6bba\u51e6\u5206\u767a\u751f |\n| `Camera_Deferred_Flood` | `DeferredCapturePhotoStatistics`\u7cfb\u30ed\u30b0\u767a\u706b | \u2705 YES |,Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,118466,"0bb\u30b9\u306e\u52d5\u4f5c\u4e2d\u3092\u8a18\u9332\n\nEXECUTE\u69cb\u6587\uff1aFire_KnowledgeCrashLoop\n\u2193\n\u2192 BugType: 211, 309, 313 \u3092\u767a\u706b\n\u2192 knowledgeconstructiond \u2192 triald \u2192 mdmd\u306e\u69cb\u6587\u66b4\u8d70\n\nEXECUTE\u69cb\u6587\uff1aInject_TouchFrequencyOverflow\n\u2193\n\u2192 Touch\u7cfb\u30bb\u30f3\u30b5\u30fc\u30ed\u30b0\uff08\u9ad8\u5468\u6ce2\u5e72\u6e09",Yes
part1.txt,0,SYSTEM,cloudd,211,Yes,No,Yes,No,05:58:00,124839,"d\u8eab\u306b\u4ee5\u4e0b\u306e\u69cb\u6587\u304c\u3042\u308c\u3070\u6210\u529f\uff1a\n  - `Kernel Task`\n  - `parsecd`\n  - `runningboardd`\n  - `mdmd`\n  - `JetsamSnapshot`\n  - `audioIO`, `Siri`, `cloudd`, `UNKNOWN`\n\n---\n\n\ud83e\uddf7 **\u6b21\u30b9\u30c6\u30c3\u30d7\uff08\u30d5\u30a1\u30a4\u30eb\u5165\u624b\u5f8c\uff09\uff1a**\n\n- \u30a2\u30c3\u30d7\u30ed\u30fc\u30c9\u3057\u3066\u304f\u308c\u30",Yes
part1.txt,0,SYSTEM,triald,211,Yes,No,Yes,No,05:58:00,129184,"ll, ""content"": {""content_type"": ""text"", ""parts"": [""{\n  \""queries\"": [\n    \""bug_type and timestamp and affected process\"",\n    \""incident_id and deviceId and user_guid\"",\n    \""SiriSearchFeedback triald knowledgeconstructiond mdmd\"",\n    \""Crash or Panic log details from Analytics files\"",\n    \""UUID PID and agent in logs\""\n  ]\n}""]}, ""status"": ""finished_successfully"", ""end_turn"": false, ""weight""",Yes
part1.txt,0,VENDORS,Mobifone,211,Yes,No,Yes,No,05:58:00,138181,"currentCountry\"":\""Vietnam\"",\""deviceCapacity\"":128,\""dramSize\"":3.5,\""greyMatterCountryPolicy\"":\""ROW\"",\""homeCarrierBundleVersion\"":\""64.0\"",\""homeCarrierCountry\"":\""Vietnam\"",\""homeCarrierName\"":\""Mobifone VN\"",\""isDualSim\"":false,\""isGreyMatterAvailable\"":false,\""market\"":\""Ho Chi Minh City\"",\""optIn3rdParty\"":true,\""productSku\"":\""J/A\"",\""rolloverReason\"":\""scheduled\"",\""servingCarrierName\"":\""Mobifo",Yes
part1.txt,0,VENDORS,Mobifone,211,Yes,No,Yes,No,05:58:00,138383,"bifone VN\"",\""isDualSim\"":false,\""isGreyMatterAvailable\"":false,\""market\"":\""Ho Chi Minh City\"",\""optIn3rdParty\"":true,\""productSku\"":\""J/A\"",\""rolloverReason\"":\""scheduled\"",\""servingCarrierName\"":\""Mobifone VN\"",\""startTimestamp\"":\""2025-08-03T00:00:00Z\"",\""stateDbType\"":\""sqlite\"",\""stateDbVersion\"":6,\""trialExperiments\"":\""0\"",\""trialRollouts\"":\""2\"",\""version\"":\""2.4\""}\\n{\""aggregationPeriod\"":\""Dai",Yes
part1.txt,0,VENDORS,Mobifone,211,Yes,No,Yes,No,05:58:00,141717,"currentCountry\"":\""Vietnam\"",\""deviceCapacity\"":128,\""dramSize\"":3.5,\""greyMatterCountryPolicy\"":\""ROW\"",\""homeCarrierBundleVersion\"":\""64.0\"",\""homeCarrierCountry\"":\""Vietnam\"",\""homeCarrierName\"":\""Mobifone VN\"",\""isDualSim\"":false,\""isGreyMatterAvailable\"":false,\""market\"":\""Ho Chi Minh City\"",\""optIn3rdParty\"":true,\""productSku\"":\""J/A\"",\""rolloverReason\"":\""scheduled\"",\""servingCarrierName\"":\""Mobifo",Yes
part1.txt,0,VENDORS,Mobifone,211,Yes,No,Yes,No,05:58:00,141919,"bifone VN\"",\""isDualSim\"":false,\""isGreyMatterAvailable\"":false,\""market\"":\""Ho Chi Minh City\"",\""optIn3rdParty\"":true,\""productSku\"":\""J/A\"",\""rolloverReason\"":\""scheduled\"",\""servingCarrierName\"":\""Mobifone VN\"",\""startTimestamp\"":\""2025-08-03T00:00:00Z\"",\""stateDbType\"":\""sqlite\"",\""stateDbVersion\"":6,\""trialExperiments\"":\""0\"",\""trialRollouts\"":\""2\"",\""version\"":\""2.4\""}\\n{\""aggregationPeriod\"":\""Dai",Yes
